Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Class
6013.876643155286,-9.72751661144297,6013.876643155286,568.1098022703063,36378424321.20268,-9.72751661144297,569.9721870944186,35494459.15218905,543394861.3871504,765807595731.7037,0.0
6028.7728951967865,-9.271434206329797,6028.7728951967865,573.7365809689911,36381190418.37514,-9.271434206329797,570.7984688246437,35316141.90790891,540402269.594559,765853958702.406,0.0
6048.183460200887,-7.788917855296544,6048.183460200887,590.0632845450428,36398559964.13945,-7.788917855296544,561.6986185683642,33766552.07615527,515715374.2470122,766219950761.5009,0.0
6083.063633311963,-6.224818487188766,6083.063633311963,607.7684893533003,36418516596.644066,-6.224818487188766,543.244690024328,31263173.914037555,476078263.3739944,766631264006.781,0.0
6465.85937542392,-22.640614461901535,6465.85937542392,1525.42557218526,36479802629.55696,-22.640614461901535,577.4530629080857,31725622.86432622,482570267.95918936,767673197297.1025,0.0
9838.922604674617,-9.541570202946657,9838.922604674617,673.5490105987851,37389691321.21965,-9.541570202946657,642.0483204577697,45140713.66676781,706510700.5315064,785284117440.8563,0.0
9851.874981181612,-7.798711116937078,9851.874981181612,689.4072243332175,37410980698.47088,-7.798711116937078,627.8725499474363,42375828.72010442,660806218.9523768,785764841266.4412,0.0
9849.393168804778,-5.729352932647501,9849.393168804778,707.5415159915655,37420663801.87512,-5.729352932647501,611.7785768511131,39623000.29810525,615441403.0399834,785988164936.1096,0.0
9857.048501265534,-3.5835570594791406,9857.048501265534,723.514878681927,37423408395.51728,-3.5835570594791406,594.5991892539971,37307584.66599938,577524137.3274593,786069630865.3735,0.0
9862.97657422071,-1.7593405372634299,9862.97657422071,734.1772105840112,37432284595.73269,-1.7593405372634299,581.7920353362312,35945106.764954805,555759203.8002622,786262412718.0256,0.0
9860.757947771408,0.6961587859179962,9860.757947771408,738.2202312925327,37430441035.318405,0.6961587859179962,575.1715505864865,35800924.67460602,554551746.6215132,786226762389.1821,0.0
9860.286015394795,3.2807015370543593,9860.286015394795,735.9689617608966,37417018282.6621,3.2807015370543593,577.5074157884507,36936343.068097666,574674242.916024,785922609249.3496,0.0
9864.458554957893,4.753529270300163,9864.458554957893,724.0128174437766,37392070134.45931,4.753529270300163,585.0449509656065,38864010.01066675,607491562.1160642,785365692828.2344,0.0
9871.181742697592,6.699034229830126,9871.181742697592,709.3227913130685,37396188765.913605,6.699034229830126,600.0102203702018,41558385.54247699,651906148.9176747,785449241884.1421,0.0
9875.512688845896,8.497920189872389,9875.512688845896,691.0070346108587,37366189918.190926,8.497920189872389,615.5977616151927,44224378.32479268,695419230.6183105,784773490730.5348,0.0
9874.1159334305,9.213567811041209,9874.1159334305,674.2695422856827,37354258338.844986,9.213567811041209,631.0218697870898,46470001.45105919,731818046.8960135,784515850800.4429,0.0
9871.139597602765,9.709815988003575,9871.139597602765,662.6989412739983,37341644612.006744,9.709815988003575,644.6255196661588,48012980.74653671,756420950.9783999,784226173137.3881,0.0
9871.95802146726,10.34758109898463,9871.95802146726,660.2217097972879,37336742776.17052,10.34758109898463,651.2350454990897,48351677.84322884,761031032.3018976,784115996550.1927,0.0
9873.570122255507,10.110987089391868,9873.570122255507,664.0733283205373,37333199048.27429,10.110987089391868,651.6891294631373,47511585.61099983,746261718.3818827,784041816927.7946,0.0
9868.059597570398,9.19691743961676,9868.059597570398,677.5401247646997,37314962263.71796,9.19691743961676,646.151062491662,45703981.95891305,715980264.7491215,783649096217.0437,0.0
9863.61885256038,8.196105568115753,9863.61885256038,692.5637083548572,37304989413.61974,8.196105568115753,631.9384819322365,42991200.15986052,671167264.5102868,783441549357.6971,0.0
9871.260392869503,6.337273897152355,9871.260392869503,710.9621011967791,37315587621.39723,6.337273897152355,615.4047060831173,40145717.79893336,624173937.1937919,783660851081.6842,0.0
9753.719862512473,-6.235207006597022,9753.719862512473,973.2417124670313,37253062488.87553,-6.235207006597022,597.3853274917465,37277215.99488502,576968672.3021533,782167795677.6365,0.0
8616.168848065547,8.060813117772106,8616.168848065547,641.4394364147491,36206555612.39455,8.060813117772106,589.5034064788958,37351700.31320662,576758265.7765865,758226617839.7974,0.0
8623.38001743377,5.804685134933941,8623.38001743377,662.3347397970431,36219427397.37644,5.804685134933941,570.6096363426981,34463817.71395433,529957409.3279138,758509808342.0396,0.0
8626.113410329104,3.6889445899642084,8626.113410329104,679.9409103111365,36223766752.83214,3.6889445899642084,549.1547266723483,31810005.764445867,486896947.5294877,758621527725.1023,0.0
8637.329399294893,1.3421166199826287,8637.329399294893,689.6550114825835,36203558473.93457,1.3421166199826287,536.7100390998818,30638820.661757313,468455671.5229847,758175056839.3347,0.0
8641.748320505154,-1.5143941302119241,8641.748320505154,691.0185114437028,36223281343.23872,-1.5143941302119241,534.1063101243493,30943730.378947154,474464564.7830881,758598964541.303,0.0
8656.609548179631,-4.396728136799924,8656.609548179631,679.006511410306,36219248085.74943,-4.396728136799924,540.0615913073744,32365495.630612593,498688725.43766046,758505841467.6732,0.0
8660.471885720151,-6.750703027193094,8660.471885720151,660.8875191302582,36221398147.61301,-6.750703027193094,556.4185512821266,34949604.32119431,540847928.2069038,758545951977.2924,0.0
8662.553588075956,-8.52064450231628,8662.553588075956,639.9929858653741,36197096854.72595,-8.52064450231628,575.6957050570479,37823429.832200095,586913479.055991,758020264104.7681,0.0
8651.39922074196,-10.044239589923514,8651.39922074196,622.2445435972846,36167010745.9906,-10.044239589923514,593.9335159123203,40194552.28719329,624748687.0845718,757372936101.5703,0.0
8658.49483976625,-10.63015056587911,8658.49483976625,612.4368600351128,36167444626.5019,-10.63015056587911,605.95793654106,41515499.22176661,645620434.7358156,757388871019.7142,0.0
8712.239507829447,-9.95574000089474,8712.239507829447,616.2906810139253,36183055228.090485,-9.95574000089474,610.1361081848493,41395854.345772944,642977283.2506031,757708531028.4663,0.0
8735.253164433065,-9.424688876662875,8735.253164433065,626.7571090437732,36196203912.9684,-9.424688876662875,605.8035004481851,40081381.63304563,621231609.8159128,757981018280.6775,0.0
8739.05423481415,-8.074591323004418,8739.05423481415,644.2301861341751,36195368084.52902,-8.074591323004418,590.5825973278942,37482281.32001861,579016408.927789,757980360459.8054,0.0
8751.819937457945,-5.680121788221753,8751.819937457945,663.8492323192582,36195709119.4378,-5.680121788221753,571.6119823706795,34582402.36302477,531932060.1330112,757985426129.4684,0.0
8757.467105086374,-3.504937735747496,8757.467105086374,679.5354525155935,36194044554.13775,-3.504937735747496,551.2451682298853,32031070.050064113,490507987.6449169,757951944919.2494,0.0
8762.335330273349,-0.6475604438002551,8762.335330273349,688.6870253995704,36203963677.92438,-0.6475604438002551,536.0843445834864,30511791.272665076,466222358.1070914,758170011349.4886,0.0
8761.33960063154,1.9017886888998896,8761.33960063154,690.710903443372,36198238297.96286,1.9017886888998896,533.1680010045471,30716169.163503274,470512785.5019446,758040677820.6069,0.0
8858.24376360414,3.4035404405133978,8858.24376360414,787.8126973752462,36166446434.345055,3.4035404405133978,541.7294222852711,31651599.244614314,486498630.8059146,757353348008.253,0.0
9450.775012254966,9.947500439574283,9450.775012254966,638.6394734777209,36014303985.63476,9.947500439574283,624.6682063629427,44472571.02395223,695686763.2279435,753985071891.6035,0.0
9442.771012201769,10.044312002346516,9442.771012201769,635.4178987626963,35989349860.1351,10.044312002346516,630.8223567958504,44775056.51756069,699770568.6688178,753440910989.1577,0.0
9458.190936568359,9.517364686225532,9458.190936568359,642.4388327578313,35993480144.55879,9.517364686225532,627.5629889732475,43399624.88062818,676520394.4393926,753526939121.4362,0.0
9453.89155162012,8.633476433175606,9453.89155162012,656.465161090795,35982072093.438736,8.633476433175606,615.3474285513305,40866871.40151671,634767526.211894,753289004524.7389,0.0
9470.346971510055,7.164197623119463,9470.346971510055,675.8707214273677,35987083782.435295,7.164197623119463,597.7894063955599,37886934.3504458,586054287.3179908,753394976915.6329,0.0
9491.718327554634,4.791398555149023,9491.718327554634,694.2813281022792,35989385079.569016,4.791398555149023,578.0498686221306,35138238.12830408,541249124.5295962,753437286586.4482,0.0
9491.860595364262,2.6472708029777383,9491.860595364262,707.431937124218,35988062318.50143,2.6472708029777383,562.0602885768478,33262129.045720264,510849982.20114833,753414795836.9941,0.0
9480.71257712042,-0.1392441297233522,9480.71257712042,714.6813838315729,36002414718.653244,-0.1392441297233522,554.8175913989605,32827911.116239596,504647567.3597998,753721104262.2155,0.0
9492.133312387334,-2.3402899454116923,9492.133312387334,710.2369072575657,35994932988.34935,-2.3402899454116923,553.6377979557616,33602534.22990294,518738862.042663,753550524818.696,0.0
9484.07085024721,-5.102685081282122,9484.07085024721,698.381665233317,35980833545.85158,-5.102685081282122,566.622504222235,36033685.64021469,559591967.4381548,753236129113.8538,0.0
9491.167800962383,-7.737976139247121,9491.167800962383,681.3020862580473,35973105592.94304,-7.737976139247121,583.9398564673639,38940719.61266205,607050534.5861608,753070733927.1199,0.0
9503.184882802456,-9.021717044517407,9503.184882802456,661.4924700189434,35990925694.382126,-9.021717044517407,602.2868710594802,41697293.1190966,651399212.8855542,753452097200.5083,0.0
9507.046973826073,-10.05698342101283,9507.046973826073,644.676658791919,35992187870.35105,-10.05698342101283,618.0727071514877,43752113.3985041,684197634.7381301,753475761982.299,0.0
9525.852694078323,-10.511429036073427,9525.852694078323,636.155333151827,35995565884.342545,-10.511429036073427,628.8566368868353,44683297.10939396,698581122.0078421,753577582416.7493,0.0
9541.002869360895,-10.160113586924085,9541.002869360895,638.5338420339151,36012326866.942795,-10.160113586924085,631.1166688319399,44173654.24606029,689297567.5179068,753952523541.7478,0.0
9562.961601709696,-9.084012727791476,9562.961601709696,651.1226807929696,36006337261.02356,-9.084012727791476,623.5225372848965,42255229.275716476,657451641.69324,753821479334.04,0.0
9565.211971909892,-7.675643293504401,9565.211971909892,669.7608719149727,35983089200.03556,-7.675643293504401,608.9571439775075,39584995.94860537,613844822.703379,753320249752.4208,0.0
